Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation,Location Total 2015-17
Somaliland,"Peace, security, and rule of law",Justice & Law Enforcement,119241272,134762574,117306158,15275069,24518107,4834325,8151012.502,10340041.57,598240.5,"Global Maritime Crime Programme under the Somali Trust Fund, PSG3 (GLOZ06)","Under this project, the UNODC Maritime Crime Programme will implement activities to increase the capacity of the corrections systems in Somalia and Somaliland, as defined in the UN Joint ROL programme under PSG3 including improvements to intrastructure, training and techincal support to the Custodial Corps professionalization",Jan-15,Jan-17,,UNODC,"UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF.",UNODC,UN,2838200,0,1245450,0,,Significant,Principal,Significant,,186818,,186818
Somaliland,"Peace, security, and rule of law",Justice & Law Enforcement,119241272,134762574,117306158,15275069,24518107,4834325,8151012.502,10340041.57,598240.5,Justice sector reform-Somaliland,To build climate resilience and address critical energy constraints while reducing CO2 emissions in Somaliland,Jan-13,Jan-16,,UK,DFID,Danish Demining Group,NGOs,2142857.143,754028.5714,0,0,http://devtracker.dfid.gov.uk/,Significant,Significant,Not targeted,754029,,,754029
Somaliland,"Peace, security, and rule of law",Justice & Law Enforcement,119241272,134762574,117306158,15275069,24518107,4834325,8151012.502,10340041.57,598240.5,Access to Justice Project,"Somali women,men,girls and boys benefit from more inclusive, equitable and accountable governance, improved services, human security, access to justice and human rights. Strengthened Improved credibility, efficacy and independence of the judicial system; Enhanced capacity of public institutions for legal research and drafting to ensure that Constitution and legal reforms have broad public support.",Jan-13,Jan-15,,UNDP,"UNDP, Luxembourg Norway Denmark EU & UK Counter Piracy Trust UNDP TRAC",UNDP,UN,13000000,506073.59,0,0,http://www.so.undp.org/,Significant,Principal,Principal,168691,,,168691
Somaliland,"Peace, security, and rule of law",Justice & Law Enforcement,119241272,134762574,117306158,15275069,24518107,4834325,8151012.502,10340041.57,598240.5,Support to the Federal Government in human rights and child protection N.B. Some of the activities related to SNA fall under PSG 2,"Establishment and strengthening of human rights institutions and Parliament in implementation of HR roadmap and support to Somali National Army (Traininsg, Workshops and technical/capacity building",Jan-16,Jan-17,"Security, Human Rights",UNSOM,UNSOM,UNSOM,UN,142900,0,0,142900,,Significant,Principal,Significant,,,21435,21435
Somaliland,Building effective & efficient institutions,Local Governance,119241272,134762574,117306158,15928238,14188939,11012195,4831600.48,3628161.568,402232.8872,Transition Initiatives for Stabilzation Plus (TIS+),"• Increase confidence in governance based on equitable participation in decision making and management of community assets. • Empower community and government representatives to engage with private sector and development actors in a collaborative process for community growth. • Increase Somali engagement in creating a more stable future. • Support inclusive, sustainable development by reducing gender gaps in stabilization and development.",May-15,May-20,Infrastructure,USA,"USA,",AECOM,Private Sector,66935782,10272465,16236000,0,https://twitter.com/tisplus_somalia,Significant,Significant,Principal,513623,811800,,1325423
Somaliland,Building effective & efficient institutions,Local Governance,119241272,134762574,117306158,15928238,14188939,11012195,4831600.48,3628161.568,402232.8872,Transition Initiatives for Stabilzation (TIS) - 2,"• Increase confidence in all levels of government through targeted, strategic interventions that improve service delivery • Support enhanced collaboration between government, private sector, and civil society • Build momentum for peace, recovery, and development across Somalia",Jan-11,Sep-16,Infrastructure,USA,"USA,",DAI,Private Sector,57435291,9572548.5,9572548.5,0,http://dai.com/our-work/projects/somalia%E2%80%94transition-initiatives-stabilization-tis,Significant,Significant,Principal,2393137,2393137,,4786274
Somaliland,Building effective & efficient institutions,Local Governance,119241272,134762574,117306158,15928238,14188939,11012195,4831600.48,3628161.568,402232.8872,UN Joint Programme on Local Governance and Decentralised Service Delivery (JPLG) - 1,"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Legislation & Policies,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,1181387.002,1209212.694,1149236.821,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,413485,423224,402233,1238942
Somaliland,Building effective & efficient institutions,Local Governance,119241272,134762574,117306158,15928238,14188939,11012195,4831600.48,3628161.568,402232.8872,Transition Initiatives for Stabilzation (TIS) - 1,"• Increase confidence in all levels of government through targeted, strategic interventions that improve service delivery • Support enhanced collaboration between government, private sector, and civil society • Build momentum for peace, recovery, and development across Somalia",Aug-10,Jan-16,Infrastructure,USA,"USA,",IOM,UN,45340639.64,7556773.273,0,0,,Significant,Significant,Principal,1511355,,,1511355
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Livelihood support for improved resilience,Food or cash for work or training activities that expand livelihood options and community infrastructures,Jan-16,Jan-18,Employment,WFP,Pot,INGO and NGO partners,Government & NGOs,0,0,14342933.4,12162807.6,,Significant,Significant,NA – not screened,,7171467,6081404,13252871
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Water Resource Development Somaliland,"Improved availability and access to water in Somaliland in a sustainable and equitable way for all different uses, in a manner that is environmentally safe and in line with the Millennium Development Goals",Jan-14,Jan-17,Infrastructure,Somaliland Development Fund,"DFID, DANIDA, Norway and the Netherlands",Ministry of Water Resources,Government,9890000,670004.54,2940682,6035377.98,www.somalilanddevelopmentfund.org,Significant,Significant,NA – not screened,670005,2940682,6035378,9646065
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Sustainable Road Maintenance and Management for Economic Development,Promote economic growth through infrastructure development,Dec-14,Jun-18,,EU,EU,DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH,NGOs,19710004.44,6570001.111,0,5584501.444,,Significant,Significant,Significant,3285001,,2792251,6077252
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Drought Resilience and Sustainable Livelihoods Program in the Horn of Africa,"The Drought Resilience and Sustainable Livelihoods Program component for Somalia is aimed at building resilience and sustainable livelihoods for pastoral and agro-pastoral communities in drought-prone areas and to contribute to poverty reduction. The specific objectives of the project are: (1) to improve water and rangeland management to enhance water and forage availability and accessibility, and tackle environment /land degradation and desertification; (2) to improve infrastructure for market access, animal health, and livestock management; and (3) to build human and institutional capacity targeting improvement in agro-pastoral production, improved policy and institutional framework. In all three zones of Somalia (Somaliland, Puntland, and South Central), the project activities identified will be implemented in the drought prone pastoral and agro-pastoral and food insecure areas of country.",Nov-14,Dec-20,,AfDB,AfDB,"IGAD, Line Ministries",Government & Regional Actors,20833333.33,32807.93056,510320,5000000,www.afdb.org,Significant,Principal,Principal,13779,214334,2100000,2328113
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,"Sustainable Land Management in ""Somaliland""","The service provision capacity of the Ministry of Agriculture, Environment and Rural Development and Water as well as of agropastoralists, elders and other relevant actors for a sustainable land management in the Biji catchment is improved.",Jan-15,,,Germany,German Federal Government,GIZ,Bilateral Agency,7777777.778,21050.46667,1111111.111,3222222.222,https://www.giz.de/en/worldwide/37266.html,Significant,Principal,Not targeted,21050,1111111,3222222,4354383
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Somaliland Water Resources Management & Investment Plan,The overall objective/purpose of the project is to improve water resources management and catalyse water sector investments. Specifically the project will (i) prepare an Integrated Water Resources Management Plan; (ii) prepare bankable investment projects and programmes for funding; and (iii) provide some relief from drought impacts and build capacity through implementation of priority rehabilitation works.,Jan-14,Jan-18,,AfDB,African Water Facility,African Water Facility,Regional Actors,3359673.611,0,333333.3333,3026340.278,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Somalia_-_Somaliland_Water_Project_-_Approved.pdf,Significant,Significant,Significant,,333333,3026340,3359673
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Enhancing Climate Resilience of the Vulnerable Communities and Ecosystems in Somalia,Priority 3: Promote the sustainable development and management of natural resources by developing legal and regulatory frameworks and building capacity in key Natural Resources Management (NRM) institutions,Jan-15,Jan-18,,UNDP,"GEF, UNDP",UNDP,UN,9500000,2010597.09,3842426,2741500,http://www.so.undp.org/,Significant,Significant,Significant,287228,548918,391643,1227789
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Upper Marodijeh Soil and Water Conservation Project,Increased household income in the Marodijeh Upper Catchment (MUC) through improved soil and water conservation measures and improved agronomic practices,Jan-14,Jan-17,Productive Sectors,Somaliland Development Fund,"DFID, DANIDA, Norway and the Netherlands",Ministry of Agriculture,Government,5056896,1132909,1261162,2476351.54,www.somalilanddevelopmentfund.org,Significant,Significant,NA – not screened,1132909,1261162,2476352,4870423
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Water Infrastructure Development for Resilience in Somaliland,The overall objective of the program is to contribute to a resilient and sustainable water and sanitation sector as well as to provide water supply and sanitation infrastructure in high priority drought-stricken areas of Somaliland.,Jun-16,Mar-20,,AfDB,AfDB,Care International,NGOs,7499733.333,0,972222.2222,2361111.111,http://www.afdb.org/en/documents/document/somalia-approved-appraisal-report-building-resilience-to-water-stress-in-somaliland-10-2014-49866/,Significant,Significant,Significant,,972222,2361111,3333333
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Somalia Resilience Program (SomRep) - 1,"The Somalia Resilience Programme (SomReP) aims to increase the resilience of chronically vulnerable people, HHs, communities and systems in targeted pastoral, agro-pastoral and peri-urban livelihood zones in Somalia through improved and diversified livelihood and asset-preservation strategies, improved disaster risk management and other coping strategies to drought, improved ecosystem health as well as improved community-level governance.",Jan-16,Jan-17,"Productive Sectors, Solutions for the displaced, Capacity development, Social protection",Australia,"Australia, Denmark, Switzerland, Sweden, USAID","World Vision, COOPI, ACF, CARE, Oxfam, ADRA, Danish Refugee Council",NGOs,5384615.385,1538461.538,1923076.923,1923076.923,www.wvi.org,Significant,Significant,Not Targeted,512821,641026,641026,1794873
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Water for Agro-Pastoral Livelihoods Pilot Project (WALP),"Increase government capacity to provide safe water for human consumption, sufficient quantities of water for livestock consumption and small-scale agriculture in targeted pastoral communities across the Somali territories.",Jan-15,Jan-17,,WB,World Bank SPF,Government counterparts,Government,2000000,0,500000,1500000,,Not Targeted,Significant,Not Targeted,,250000,750000,1000000
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Somalia Resilience Program (SomReP) - 3,"To increase the resilience of chronically vulnerable people (disaggregated by age gender diversity AGD), HHs, communities and systems in targeted pastoral, agropastoral and peri-urban livelihood zones.",Jan-16,Sep-17,,Switzerland,"Switzerland,",SomReP,NGOs,1000000,0,1000000,1000000,,Principal,Significant,Significant,,1000000,1000000,2000000
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Resilience and Returnee Integration Project,Strengthening the Resilience of People affected by Chronic Food Insecurity and Reintegrating IDPs and Returnees in Somalia,Aug-16,,Solutions for the displaced,Germany,German Federal Government,CARE Germany-,NGOs,2555555.556,0,555555.5556,777777.7778,,Not targeted,Significant,Not targeted,,185185,259259,444444
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Water Supply / basic sanitation and Sustainable Land Management in Somaliland - 1,"Improve the access to water supply and basic sanitation in particular of the poor population of Hargeisa in an economically, socially and environmentally sustainable way and to reduce land degradation and erosion in the Biji and Waheen water catchments in order to stabilize the agricultural procuctivity and food security",Jan-15,,,Germany,German Federal Government,KfW,Bilateral Agency,8888888.889,0,0,555555.5556,,Significant,Significant,Significant,,,555556,555556
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,"Building resilience in Puntland and Somaliland, Northern Somalia","1. Increasing the ecological, social and economic resources of households and communities 2. Increasing capacities of households and communities to adapt to and prepare for recurring shocks",Jan-14,Jan-17,,Germany,German Federal Government,Save the Children,NGOs,2629926.667,692036.6667,864074.4444,518260,,Significant,Significant,Not targeted,346018,432037,259130,1037185
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,"Promotion of Sustainable Rural Development in the Awdal Region of ""Somaliland""",Improving living conditions of marginalized populations groups in the Awdal Region.,Jan-15,,,Germany,German Federal Government,German Agro Action,NGOs,1555555.556,115972.2222,374538.8889,483547.7778,,Significant,Principal,Significant,115972,374539,483548,974059
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,"Climate-Adapted Resilience Building in Somaliland, Somalia","1. Sensitization of target groups regarding consequences of climate change and extreme weather conditions on their lives 2. Ensuring that target communities apply measures for adaptation to climate change and catstrophy prevention and mitigate therefore the consequences of climate change on their water management, health and livelihoods 3. Improving the expertise of the Somali Red Crescent in terms of climate change and cooperation with relevant authorities to fulfil the role as aid agency n civil society",Jan-15,Jan-17,,Germany,German Federal Government,German Red Cross,NGOs,1222222.222,333333.3333,444444.4444,444444.4444,,Significant,Significant,Not targeted,333333,444444,444444,1222221
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,"Improved food security in rural ""Somaliland""","Improvement of Food Security and Strengthening of Resilience in 12 Rural Communities in ""Somaliland""",Jan-16,,,Germany,German Federal Government,German Red Cross/ Somali Red Crescent Society,NGOs,1622221.111,0,432592.2222,432592.2222,,Significant,Significant,Principal,,432592,432592,865184
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Strengthening Somali Capacity for Disaster and Climate Risk Management,To improve Somaliland and Puntland governments’ capacity to respond to climate shocks and manage disaster and climate risks more proactively.,Jan-16,,,WB,GFDRR / Italian Government,WB-Executed,IFI,500000,0,0,350000,,Significant,Principal,Not targeted,,,175000,175000
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,"Enhancing Adaptation-Capacity and Resilience of Agro-/Pastoral Communities to Climate-Change in Somaliland, Somalia",1. Improving food security through increased stability and diversity in production and nutrition counceling 2. Stabilizing agricultural production systems are kept efficient and stabilized. 3. Improve WASH services and foster sustainable behavior change in terms of WASH and hygiene) for an improved health status of the target group 4. Establishment of community-based early warning systems and improvement of flood protection to decrease the damage caused by floods 5. Active engagement of women to increase economic and social participation,Jan-15,Jan-17,,Germany,German Federal Government,German Agro Action,NGOs,1055555.556,388888.8889,333333.3333,333333.3333,,Significant,Significant,Not targeted,388889,333333,333333,1055555
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,"Resilient Agriculture in the Awdal Region of ""Somaliland""","Increasing resilience towards climate change, exploitation of natural ressources and population grwoth.",Jan-15,,,Germany,German Federal Government,German Agro Action,NGOs,1055555.556,83333.33333,218195.5556,281700,,Significant,Principal,Significant,83333,218196,281700,583229
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,JPLG - 8 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",Jan-13,Jan-17,Decentralized service delivery modeling in NRM,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,241422.4694,247108.7918,234852.4156,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,84498,86488,82198,253184
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Reducing Vulnerability and Building Communitiy Resilience to Climate Change Effects in Somaliland,"1. Enhancing food security and animal feed production through regenerated vegetation and improved soil protection 2. Improving availability of water for humans, plantation and animals 3. Increase and diversification of household incomes trhough alternative sources of income and improved animal health 4. Resource-sensitive use of biological energy sources 5. Preparation of local communities and actors for extreme consequences of climate change 5. Improving networking of relevant actors and awareness of quesions on environmental protection and climate change 6. Support of ratification of environmental laws in Somaliland and ensuring knowledge of laws among participating communities",Jan-15,Jan-17,,Germany,German Federal Government,Kindernothilfe,NGOs,622222.2222,200000,200000,222222.2222,,Significant,Significant,Not targeted,200000,200000,222222,622222
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,National Land Policy scoping study,Inform the National Land Policy development process by conducting a series of targeted studies all combined into scoping study,Jan-15,Jan-16,/,Somaliland Development Fund,"DFID, DANIDA, Norway and the Netherlands",Ministry of National Planning/National Land Commission,Government,1000000,365140.8,435159,199700.2,www.somalilanddevelopmentfund.org,NA – not screened,NA – not screened,NA – not screened,365141,435159,199700,1000000
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Support to Artisanal Fisheries and Coastal Management in Somaliland and Puntland,"To contribute to improving livelihoods, food security and nutrition of the Artisanal Fisheries population in Somaliland and Puntland over 3 years through effectively functioning public and private fishery and coastal management sectors",Dec-14,Jun-18,,EU,EU,OXFAM,NGOs,1663931.111,626427.2222,430298.8889,166392.2222,,Not Targeted,Significant,Not Targeted,313214,215149,83196,611559
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Enhanced Capacity building for Ministry of Environment and Rural Development through promotion of sustainable Rangeland Resource Management and Reforestation,To enhance the MoERD capacity for sustainable environment resource management through targeted capacity building and show casing of best practices in sustainable natural resources management,Jan-14,Dec-16,/,Somaliland Development Fund,"DFID, DANIDA, Norway and the Netherlands",Ministry of Environment and Rural Development,Government,2361000,906416.19,1137659,49870.38,www.somalilanddevelopmentfund.org,Significant,Significant,NA – not screened,906416,1137659,49870,2093945
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Communication and visibility,"The specific objectives of this action are to increase environmental awareness, to facilitate the dissemination of legal frameworks and lessons learned from the initiative and to highlight the results achieved and impact of the MDG initiative.",Dec-15,Nov-16,,EU,EU,CARE,NGOs,222222.2222,0,177777.7778,44444.44444,,Not Targeted,Significant,Not Targeted,,22222,5556,27778
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Solar Powered Water Supply projects in Somalia,The specific objective is to increase access to safe drinking water from environmentally sustainable water supply systems.,Jan-12,Jun-17,Health,UNICEF,UNICEF - German Natcom,UNICEF; WARDI;MOWR; PSAWEN,"Government, UN & NGOs",1215168.89,100314,294290.89,40000,Not available,Significant,Significant,Significant,10031,29429,4000,43460
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Village Level Resilence Progamme,To contribute to reduced vulnerability of pastoral communities by strengthening the use of indigenous resources and increasing market access.,,,,Denmark,"Denmark,",SomRep,NGOs,298507.4627,895522.3881,0,0,,NA – not screened,NA – not screened,NA – not screened,671642,,,671642
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,'Iskufilnaasho' Towards Self Reliance II,"Improved livelihood security of 4,727 vulnerable households (28,362) individuals) in Sool, Sanaag, regions of Northern Somalia",Nov-13,Aug-16,,EU,EU,CARE,NGOs,2222222.222,0,1509417.778,0,,Significant,Significant,Not Targeted,,754709,,754709
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Improving food security,Improving food security,Sep-16,Dec-18,,Finland,Finland,ADO,NGOs,0,0,137708.8889,0,,Not Targeted,Principal,,,137709,,137709
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Increased environmental restoration through adoption of AFMNR (Agropastoralist Farmer Managed Natural regeneration) in Lughaya district,Increased communiy awareness aout AFMNR and its benefits - Enhanced biodiversity through AFMNR in four villages in Lughaya - Promote FMNR education and learning events,Jan-13,Jan-16,,Germany,German Federal Government,World Vision,NGOs,1000000,277777.7778,111111.1111,0,,Significant,Principal,NA – not screened,277778,111111,,388889
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Haraad Rheeb - Quenching the Thirst III Strengthening Resilience through incerased access to water,"Contribute to the resilience and drought recovery of Sool, Sanaag and Togdheer and reduce vulnerability to future droughts",Jan-13,Jan-15,,Germany,German Federal Government,CARE Germany-,NGOs,1111111.111,555555.5556,0,0,,Not targeted,Significant,Not targeted,555556,,,555556
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Strengthening food security in poor rural communities in the areas North and West of Maroodijeh Region,Providing rural vulnerable communities in the target area with tools and capacities to cope with climate conditions and increase their food security.,Jan-14,Jan-17,,Italy,"Italy,",ACTION AID NGO,NGOs,1656742.222,557695,463375,0,,Significant,Significant,Not targeted,557695,463375,,1021070
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,"Resource management in rural areas, support for civil society",,Jan-12,Jan-15,,Netherlands,Netherlands,Oxfam,NGOs,2555555.556,638888.8889,0,0,,Significant,Significant,Significant,638889,,,638889
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Somalia Resilience Program (SomReP) - 2,"To increase the resilience of chronically vulnerable people (disaggregated by age gender diversity AGD), HHs, communities and systems in targeted pastoral, agropastoral and peri-urban livelihood zones.",Jan-14,Sep-15,,Switzerland,"Switzerland,",SomReP,NGOs,1600000,850000,200000,0,,Principal,Significant,Significant,850000,200000,,1050000
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,Environment and Energy Project,Priority 3: Promote the sustainable development and management of natural resources by developing legal and regulatory frameworks and building capacity in key Natural Resources Management (NRM) institutions,Jan-13,Jan-16,,UNDP,UNEP. UNDP,UNDP,UN,2565650,164185.71,268855,0,http://www.so.undp.org/,Significant,Significant,Not targeted,23455,38408,,61863
Somaliland,Building national resilience capacity,NRM & Resilience,119241272,134762574,117306158,14475741,24388960,34749486,12647958.94,22729720.41,34749031.56,National Capacity Self-Assessment for Global Environment Governance,"1. National and regional NCSA teams in place for steering the preparation, coordination and implementation of NCSA; 2. Draft NCSA documents and reports prepared and formulated by the government of Somalia; 3. Stakeholders consultation, awareness raising for NCSA preparation, implementation organised and final documents endorsed by the Government of Somalia",Jan-15,Jan-16,,UNDP,"GEF, UNDP",UNDP,UN,230000,23144,236037,0,http://www.so.undp.org/,Significant,Significant,Significant,3306,33720,,37026
Somaliland,Other,Other,119241272,134762574,117306158,1525861,1435994,488741,1182319,100019.468,0,MFS II / CSO support - 1,,Jan-11,Jan-15,Unclear - needs more detail,Netherlands,Netherlands,Hivos Alliance,NGOs,1111111.111,222222.2222,0,0,,Significant,Significant,Significant,74222,,,74222
Somaliland,Other,Other,119241272,134762574,117306158,1525861,1435994,488741,1182319,100019.468,0,MFS II / CSO support - 2,,Jan-11,Jan-15,Unclear - needs more detail,Netherlands,Netherlands,Impact Alliance,NGOs,12411111.11,3102777.778,0,0,,Significant,Significant,Significant,1036328,,,1036328
Somaliland,Other,Other,119241272,134762574,117306158,1525861,1435994,488741,1182319,100019.468,0,Celebrating Somali Culture,Address the economic and social drivers of conflict and violent extremism,Dec-14,Apr-16,Culture,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",New Horizon,NGOs,500097,358845,500097.34,0,N/A,Principal,Significant,Significant,71769,100019,,171788
Somaliland,Social & human capital,Other Social Services,119241272,134762574,117306158,28900718,37346393,33406170,772650,1703051.111,758000,"Boys and girls including Youth are protected from abuse, violence, exploitation and neglect through community based mechanisms and processes","The prorgam seeks to use participatory approach in the prevention and response of child rights violations at the community through establishment and strengthening of child protection systems and mechanisms at community level through empowering and engaging the existing community structures such as CPC, CPAs, CRCs, community safety nets, village communities and ensuring linkages with the local authority particularly district council members, and regional representatives of protection line ministries",Jan-13,Jan-16,Education,UNICEF,"UNICEF, CIDA Japan Swiss Nat Com-UNICEF UNICEF",CEDA,NGOs,2276400,710000,1770000,1200000,Not available,Principal,Significant,Significant,241400,601800,408000,1251200
Somaliland,Social & human capital,Other Social Services,119241272,134762574,117306158,28900718,37346393,33406170,772650,1703051.111,758000,Social acceptance of practices harmful to children in targeted locations reduced and improved access to services for FGM,"Program seeks to facilitate dialogue sessions on abandonment of FGM/C and child marriages among community members and stakeholders, accelerate FGM/C and child marriages abandonment through development and implementation of policies and legislation, strengthen provision of services to FGM/C and child marriages survivors and work with Religious leaders to demystify that FGM/C is not a religious obligation",Jan-13,Jan-16,Health,UNICEF,"UNICEF, Swiss, Sweden, DFID, Finland, USAID, Australia, UNICEF_UNFPA Japan Swiss Nat Comm-UNICEF Core resources","TASS, SAF, CCBRS, GOVERNMENT LINE MINISTRIES",Government & NGOs,5500000,1175000,1200000,1000000,Not available,Principal,Significant,Not targeted,411250,420000,350000,1181250
