Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Joint Programme for Support to the Electoral Process in the Federal Republic of Somalia,PSG1 Priority 3: Prepare for and hold credible elections by 2016,1/7/15,31/12/2015,Democratisation & elections,UNDP,"UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF",UNDP,UN,3010450,3029898.61,5169363,0,http://www.so.undp.org/,Significant,Significant,Significant,378737.3263,646170.375,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Support to the Electoral Process in the Federal Republic of Somalia,PSG1 Priority 3: Prepare for and hold credible elections by 2016,1/6/15,1/12/16,Democratisation & elections,UNDP,"UNDP, Norway, SIDA , Germany",UNDP,UN,16679814,324434.18,7266405.82,0,http://www.so.undp.org/,Significant,Significant,Significant,46347.74,1038057.974,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Regional parliaments of Puntland and Somaliland: capacity building,,1/1/12,1/12/15,Inclusive political dialogue and social reconciliation,Netherlands,Netherlands,AWEPA,NGOs,1666666.667,416666.6667,0,0,,Principal,Principal,Significant,208333.3333,0,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Constitutional Review and Implementation Support,"2.1 Oversight Committee established with operational work plan and strategy and capacitated and functional 2.2. Substantial review on the key priority areas of the constitutions conducted and public consultations held in line with the work plan of the Parliament, Ministry of Constitutional Affairs, Oversight Committee (OC) and ICRIC and results analysed 2.3. Civic education programmes designed and conducted 2.4. The Inter-Regional Consultative Forum (IRCF), or its equivalent is regularly convened to deliberate on priority areas of the constitutional review process 2.5. The OC and ICRIC through OC engage in regular dialogue with Parliament, which informs the progress on the constitutional review process per parliamentary session 2.6. Draft constitution submitted to Parliament and vote held",1/6/15,30/11/2015,Constitutional review and implementation,UNDP,"UN MPTF Donors: Denmark, EU, Italy, Norway, Sweden, Switzerland, UK, and PBF",UNDP,UN,4034624,1354884.96,2853724,0,http://www.so.undp.org/,Significant,Significant,Significant,193554.9943,407674.8571,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Community Security Project,"1. Quality conflict analysis and research that takes into account the needs of Somali communities is made available for peace and security related programming 2. Formal and informal institutions are strengthened to carry out reconciliation processes, dialogue and enhance social cohesion 3. Social and Civic rehabilitation and development tools for youth empowerment are created and applied across the regions to increase youth participation in building a peaceful society",1/1/13,1/6/15,Inclusive political dialogue and social reconciliation,UNDP,"UNDP, Norway Denmark DFID Sweden Japan",UNDP,UN,5348606,1518630.76,1511842.91,0,http://www.so.undp.org/,Significant,Significant,Principal,379657.69,377960.7275,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,"Somali Democratisation Programme, Phase IV – Somaliland",To consolidate peace in the Somali region by strengthening peaceful and locally owned democratisation processes in Somaliland that contribute to cross-regional Somali democratisation,16/07/2014,15/07/2017,Democratisation & elections,EU,EU,INTERPEACE EUROPE AISBL,NGOs,7666666.667,0,2338977.444,766666.6667,,Significant,Significant,Not Targeted,0,2338977.444,766666.6667
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Strengthening Gender Equality and Women's Empowerment in Somalia - 2,"Transform social norms to be more gender responsive, foster positive legal and policy frameworks for promotion of gender equality and protection of women’s rights; and build the capacities of women and women’s representative organizations/institutions to contribute to recovery, development and stability",1/1/16,1/12/17,Inclusive political dialogue and social reconciliation,UNDP,"UNDP Core, Denmark, PBF",UNDP,UN,8373901,0,2081978,636506,http://www.so.undp.org/,Principal,Significant,Principal,0,297425.4286,90929.42857
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Strengthening Gender Equality and Women's Empowerment in Somalia - 1,"To support that Somali Women and Men Attain Greater Gender Equality and are empowered through: Increased women’s participation and representation of peace building, decision making, and economic opportunities in the private sector as well as supporting legal and policy frameworks in line with CEDAW and other international and regional human rights instruments; It Includes strengthening of the CO's work on gender, improving coordination, sex disaggregated data gathering and analysis and capacity development",1/1/12,1/12/15,Inclusive political dialogue and social reconciliation,UNDP,"UNDP Core, Denmark, UNDP BCPR, QIF",UNDP,UN,9000000,2046876.17,0,0,http://www.so.undp.org/,Principal,Significant,Principal,292410.8814,0,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,"Strengthening the participation of Somali Non-State Actors in decision-making on peace, security and development (Phase 4)",To contribute to democratic governance through the effective participation of Non-State Actors in peacebuilding and statebuilding,1/7/15,31/12/2016,Inclusive political dialogue and social reconciliation,EU,EU,SAFERWORLD,NGOs,1666666.667,1552090.778,0,114575.5556,,Significant,Significant,Significant,194011.3472,0,14321.94444
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Accountability Programme - 5,Supporting the Somaliland Elections,1/7/15,1/12/16,Democratisation & elections,UK,DFID,Interpeace Election component (203383-106),NGOs,2000000,1868475.714,0,0,http://devtracker.dfid.gov.uk/,Significant,Significant,Significant,1868475.714,0,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,"Increased Citizen Awareness of Government Development Priorities, Activities and Expenditure through a Communications on Development Hub","Enhanced citizen awareness of government priorities, activities and expenditure",20/09/2014,1/8/17,Inclusive political dialogue and social reconciliation,Somaliland Development Fund,"DFID, DANIDA, Norway and the Netherlands",Ministry of National Planning and Development,Government,1358850,384020.15,475776,354706.29,www.somalilanddevelopmentfund.org,Significant,Significant,NA – not screened,384020.15,475776,354706.29
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Promoting Participatory Democratisation,Creating space for partipcipatory democratisation through civil society engagement,1/2/16,1/12/16,Democratisation & elections,Germany,German Federal Government,Interpeace,NGOs,1252838.889,0,1252838.889,0,,Not targeted,Principal,Significant,0,156604.8611,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Supporting Electoral and Representative Democracy in Somaliland through Domestic Election Observation,To enhance the credibility of a peaceful electoral processes in Somaliland and minimize electoral fraud by supporting NEC’s implementation of comprehensive and technically sound voter registration;,1/7/15,30/06/2017,Democratisation & elections,EU,EU,SAFERWORLD,NGOs,957860,0,478930,478930,,Significant,Not Targeted,Significant,0,478930,478930
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Culture at the Centre: A new space for cultural dialogue for Somali youth,"To support the revival of Somali culture to promote reconciliation, citizenship, tolerance and regional integration.",1/2/14,31/01/2017,Inclusive political dialogue and social reconciliation,EU,EU,RIFT VALLEY RESEARCH LIMITED LBG,Academic / Research Institutions,666666.6667,224961.4333,201276.6667,66666.66667,,Significant,Significant,Significant,224961.4333,201276.6667,66666.66667
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Promoting Somaliland Women’s Leadership in Service Delivery and Participation in Political Processes,(i) Advocating for the adoption of policies and legislations to ensure adequate women's political participation and leadership positions; (ii) Strengthening women’s capacities to participate in electoral processes both as candidates and voters at all levels; (iii) Addressing issues of violence against women in politics (iv) Building the capacity of elected and nominated women political leaders,1/9/15,31/10/2016,Inclusive political dialogue and social reconciliation,UN WOMEN,GOVERNMENT OF SWEDEN,Nagaad Network,NGOs,408041,54651,353390,0,,Principal,Significant,NA – not screened,54651,353390,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Supporting the Federal Government of Somalia and Somaliland Confidence Building Process,"To promote a constructive political confidence building process between FGS and SL that generates agreements on mutual cooperation and, hopefully, an eventual political solution on Somaliland’s disputed status",15/07/2016,14/07/2017,Inclusive political dialogue and social reconciliation,EU,EU,CENTRE HENRY DUNANT POUR LE DIALOGUE HUMANITAIRE,NGOs,485555.5556,0,388444.4444,0,,Significant,Significant,Significant,0,48555.55556,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Women's political participation (Supporting women's political representation in Somali Federal Parliament),"The overall objective of the project is to maximise the chance of Somalia's next Federal Parliament meeting the goal of 30% women's representation, set out by the Federal Government in its 28 January 2016 decision and endorsed by regional leaders.",16/10/2016,17/01/2016,Democratisation & elections,UNSOM,UNSOM (UN DPA Rapid Response Fund),UNDP,UN,308400,0,308400,0,,Principal,Not Targeted,Not Targeted,0,22028.57143,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Connecting people through Mobile Audio-Visual Outreach,"Engage citizens, address causes of conflict, and improve governance by increasing the outreach of Somali civil society and media to isolated areas.",1/4/14,31/12/2016,Inclusive political dialogue and social reconciliation,EU,EU,INTERPEACE EUROPE AISBL,NGOs,663118.8889,230961.1667,0,66311.11111,,Significant,Significant,Significant,76987.05556,0,22103.7037
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,"Mobile Audio-Visual Unit, Civic Education - 2",Civic Education in Preparation of Elections,1/1/16,1/12/16,Inclusive political dialogue and social reconciliation,Germany,German Federal Government,Interpeace,NGOs,281031.8667,0,281031.8667,0,,Significant,Principal,Principal,0,140515.9333,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Accountability Programme - 3,Promoting the Civic and Political Rights of persons with disabiities and increasing their participation in the electral process in Somaliland,1/1/15,31/12/2016,Inclusive political dialogue and social reconciliation,UK,DFID,Handicap International Kenya/Somalia,NGOs,285714.2857,208865.7143,32857.14286,44285.71429,http://devtracker.dfid.gov.uk/,Significant,Significant,Significant,208865.7143,32857.14286,44285.71429
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Institutional Capacity Building of the Ministry of Labour and Social Affairs,(i) Capacity of MOLSA to coordinate and monitor implementation of the National Gender Policy in Somaliland is enhanced; (ii) Strengthen MOLSA’s capacity to hold sensitization campaigns and mobilize relevant pressure groups to address GBV issues in Somaliland; (iii) Promote awareness-raising campaigns on women’s political participation ahead of the upcoming parliamentary elections: (iv) Improve the basic knowledge of MOLSA staff and ministerial gender focal points on GEWE concepts and advocacy skills,15/04/2015,14/09/2016,Inclusive political dialogue and social reconciliation,UN WOMEN,GOVERNMENT OF SWEDEN,MOLSA SOMALILAND,Government,182631.6,68170,114462,0,,Principal,Significant,Not targeted,68170,114462,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,"Mobile Audio-Visual Unit, Civic Education - 1","Use films to stimulate discussion amongst young people in order to promote their engagement in peacebuilding, democratization, development, and conflict prevention (and other relevant themes related to the interests and needs of the youth",1/3/15,1/12/15,Inclusive political dialogue and social reconciliation,Germany,German Federal Government,Interpeace,NGOs,189788.8889,189788.8889,0,0,,Significant,Principal,Principal,94894.44444,0,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Women's political participation (Support to realize 30 per cent reserved seats for Somali women in federal parliament in 2016),"The project aims to ensure that Somali women receive adequate quality support throughout the electoral process over the next three months. The specific objectives include, (i) strengthening technical capacity and leadership of UNSOM Gender Team which is currently constituted of two members ; and (ii) creating enabling environment and ensuring minimum 30 per cent seats in both lower and upper houses of federal parliament are reserved for women and only women will contest/compete in those seats (in the case of the latter).",1/9/16,1/12/16,Inclusive political dialogue and social reconciliation,UNSOM,UNSOM (UN Department of Political Affairs (DPA) XB funding),"Ministry of Women and Human Rights Development, UNSOM, UNDP, UN Women",Government & UN,95001.36,0,95001,0,,Principal,Not Targeted,Not Targeted,0,6785.785714,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,Accountability Programme - 2,Somaliland Election Needs Assessment Mission,1/2/16,1/4/16,Democratisation & elections,UK,DFID,The Electoral Institute for Sustainable Democracy in Africa (EISA),NGOs,100000,75818.57143,9655.714286,0,http://devtracker.dfid.gov.uk/,Significant,Significant,Significant,75818.57143,9655.714286,0
Somaliland,"Peace, security, and rule of law",Inclusive Politics,119241272,134762574,117306158,15275069,24518107,4834325,7124056.345,14178065.48,4236084.7,51270000 Forum Syd Programme in Somalia 2014-2017,"Programme focusing on civil society and diaspora in Somalia. The programme is for three years (2014-2017) and during the first phase focus was mainly on Somaliland, where Forum Syd planned to set-up an office.",1/12/14,1/8/18,Democratisation & elections,Sweden,"Sweden,",Forum Syd,NGOs,5353909.643,0,2550861.786,0,,NA – not screened,NA – not screened,NA – not screened,0,1530517.071,0
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Hargeisa Urban Water Supply Upgrading Project (HUWSUP),"1: Pipeline system from Ged Deeble Well Field to Hargeisa replaced and its capacity enlarged, and Biyo Khadar boosting station upgraded. 2: Key water supply facilities rehabilitated, extended and improved, in order to improve access to drinking water for vulnerable households 3: Capacities developed at the Hargeisa Water Agency",1/1/13,1/11/17,Water,UN-Habitat,EU,UN-Habitat,UN,16666666.67,4032034.894,3369760.54,7889218.709,,Significant,Significant,Not targeted,4032034.894,3369760.54,7889218.709
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Energy Security and Resource Efficiency in Somaliland (ESRES),"To support Somaliland in diversifying its energy mix, enhancing resilience and facilitating an enabling institutional and regulatory environment for the expansion of access to electricity.",1/5/14,1/3/20,,UK,DFID,Mott Macdonald,Private sector,28571428.57,0,2714285.714,4428571.429,http://devtracker.dfid.gov.uk/,Significant,Significant,Not targeted,0,2714285.714,4428571.429
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Somali Urban Investment Planning Project (SUIPP),"Provide an assessment of the feasibility and preliminary plans for selected urban investment and institutional strengthening activities in South-Central Somalia, Puntland and Somaliland.",1/10/15,1/12/16,,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)",Government counterparts,Government,6000000,0,2000000,4000000,http://www.worldbank.org/projects/P150374?lang=en,Not targeted,Significant,Not targeted,0,800000,1600000
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,JPLG - 3 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Basic social infrastructure at local level / Local Development Funding (LDF),UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,3405639.917,3485854.35,3312959.076,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,1191973.971,1220049.022,1159535.677
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Hargeisa-Berbera-Sheikh Road Rehabilitation Project,Spur economic growth/activities in the areas traversed by the roads project thereby reducing the poverty levels of the roadside local communities and connected town inhabitants,10/6/14,1/7/17,/,Somaliland Development Fund,"DFID, DANIDA, Norway and the Netherlands",Roads Development Agency (RDA1),Government,10169030,5802449.02,1154956,2363281.15,www.somalilanddevelopmentfund.org,Significant,Significant,NA – not screened,5802449.02,1154956,2363281.15
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,ICT Sector Support - Phase II,Contribute towards the process of developing a regulatory framework for the telecommunications sector and building an ICT infrastructure in Somalia,1/11/15,31/03/2018,,WB,"Phase 1: WB SPF Phase 2: MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK)","Government counterparts, AfricaConnect, WB",Government & IFI,14000000,1696546,1255841,1500000,http://blogs.worldbank.org/ic4d/supporting-ict-sector-somalia,Not targeted,Significant,NA – not screened,84827.3,62792.05,75000
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Somalia Power Sector Development Master Plan,Contribute towards developing the fundamental building blocks for the establishment of modern energy sector in Somalia.,1/8/15,1/1/18,,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)",WB-Executed,IFI,1550000,0,119640,1350000,somaliampf.org,Not targeted,Significant,Not targeted,0,39880,450000
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Sustainable Road Maintenance Project,"The capacities of the institutions in the transport sector in Somalia are strengthened in the legislative, technical and institutional areas. An adequate level of rehabilitation and maintenance of the existing paved network to ensure no medium term collapse of key economic road infrastructure is ensured.",1/12/14,1/5/18,,Germany,German Federal Goverment,GIZ,Bilateral Agency,3333333.333,171772.2111,971777.7778,1333333.333,http://www.srmp.so/,Significant,Principal,Not targeted,56684.82967,320686.6667,440000
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,"Improving sustainable access to Water, Sanitation & Hygiene Promotion","To improve sustainable access to water, sanitation, & hygiene promotion. It will also support activities which contribute to community resilience (including PPPs for strategic boreholes and CLTS) and extension of water supplies to health and Nutrition centres as well as hygiene promotion.",1/10/15,1/12/18,Health,UNICEF,SIDA,UNICEF; SRO; TASCO; MOWR; SHILCON; PSAWEN; CPD; SOPHPA; INTERSOS; WARDI,"Government, UN & NGOs",4086552.79,548335.2516,1134000,1134000,Not available,Significant,Significant,Significant,137083.8129,283500,283500
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Water Supply / basic sanitation and Sustainable Land Management in Somaliland - 2,"Improve the access to water supply and basic sanitation in particular of the poor population of Hargeisa in an economically, socially and environmentally sustainable way and to reduce land degradation and erosion in the Biji and Waheen water catchments in order to stabilize the agricultural procuctivity and food security",1/12/15,1/12/19,,Germany,German Federal Government,KfW,Bilateral Agency,26166666.67,0,166666.6667,777777.7778,,Significant,Significant,Not targeted,0,166666.6667,777777.7778
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Somali Energy Transformation (SET) Project,"Project start-up activities (baseline, inception): A.2 - Development of off grid pico-solar PV markets in rural areas;A.3 - Development of community electrification schemes in rural areas; A.4 - Supply and installation of solar powered systems for irrigation, health and educational facilities; A.5 - Scaling up production, distribution and marketing of modern energy efficient cook stoves; A.6 - Development/ or support to youth led renewable energy enterprises; A.7 - Initiate energy policy dialogue in Puntland and South Central Somalia",1/1/15,31/12/2017,,EU,EU,ADRA DEUTSCHLAND EV,NGOs,2222222.222,1003114.444,498442.2222,498442.2222,,Significant,Significant,Significant,125389.3056,62305.27778,62305.27778
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,JPLG - 6 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in Water,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,318598.5047,326102.5859,309928.1878,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,111509.4766,114135.9051,108474.8657
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,T/A and capacity building to SL Ministry of Energy,,00/01/1900,00/01/1900,,AfDB,,,Government & IFI,2000000,0,0,277777.7778,,,Principal,,0,0,277777.7778
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Improving Urban Water Service Delivery in Somaliland,"1: A more capacitated government has established a common approach to service delivery across all urban systems, where public and private partners understand their roles fully, and water utility performance is consistently monitored Result 2: Key urban water utility agreements that incorporate local and global learning have been revised, re-negotiated, or established, strengthening in particular pro-poor service delivery as well as operational and financial efficiency Result 3: The capacity and reach of urban water systems in Burao, Tog Wajaale, and Erigavo have been extended based on structured planning and implementation approaches. Result 4: Additional Infrastructure investment in selected towns in Somaliland has improved water efficiency and has extended services to the most vulnerable",1/1/13,1/5/17,,UNICEF,European Commission,Terre Solidali; UN-Habitat; MOWR,"Government, UN & NGOs",5549207.487,1987889.702,900000,200000,Not available,Significant,Principal,Significant,1987889.702,900000,200000
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Somali Engineering and Architectural Support (SEAS),"SEAS provides architectural, engineering, and environmental services for infrastructure investments in Somalia. SEAS reviews engineering designs, monitors construction, and verifies environmental compliance of USAID-funded rehabilitation and small-scale infrastructure activities. SEAS ensures that construction activities are implemented according to host government regulations, or where those do not yet exist, according to generally accepted international standards.",1/9/14,1/9/19,,USA,"USA,",Huduma Consulting,Private Sector,874993,150000,100000,175000,,Significant,Significant,Significant,9000,6000,10500
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,JPLG - 9 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in roads,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,152373.1979,155962.1063,148226.5246,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,53330.61927,54586.73721,51879.28361
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,JPLG - 10 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Decentralized service delivery modeling in solid and bio-medical waste management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,43535.1994,44560.6018,42350.4356,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,15237.31979,15596.21063,14822.65246
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Dilla-Kalabaydh Road Rehabilitation Project,Enhanced economic growth/activities and thereby increasing household incomes and reducing the poverty levels in the project area,9/9/14,1/10/16,/,Somaliland Development Fund,"DFID, DANIDA, Norway and the Netherlands",Roads Development Agency (RDA2),Government,2509600,555166.81,1941873,12130.19,www.somalilanddevelopmentfund.org,Significant,Significant,NA – not screened,555166.81,1941873,12130.19
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,Construction of Hora Hadley Well field & Ayaha 1&2 Settlement Water Supply System,Improved sustainable access to safe quality and quantity drinking water for residents of Hargeisa town including the urban poor,1/7/14,16/12/2016,/,Somaliland Development Fund,"DFID, DANIDA, Norway and the Netherlands",Hargeisa Water Agency,Government,10661050,8325666.98,2188724,0.469999999,www.somalilanddevelopmentfund.org,Significant,Significant,NA – not screened,8325666.98,2188724,0.469999999
Somaliland,Infrastructural restoration & development,Infrastructure,119241272,134762574,117306158,38470794,22224434,20204775,38470794.04,22224433.72,20204775.26,"Infrastructure Needs Assessment and Action Plan i.e. (Transport, Energy, ICT and Water and Sanitation)","Subsector evaluation of needs: Take stock of the current situation and identify critical areas of short term emergency assistance to maintain, rehabilitate and/or develop basic transport, energy and water (upstream and supply and sanitation), ICT and agriculture infrastructure, including human and institutional capacity gaps required to sustain the immediate demand and its growth over a short period of time (its duration is to be determined as part of the study scope). This should also include broad assessments of medium and long term needs to support the social and economic development of the country and to promote public as well as private sector investments. This part should also identify a list of all activities undertaken or planned by the various development partners and stakeholders to fill the gaps.",1/12/13,31/12/2016,,AfDB,AfDB,"AfDB, Ministry of Finance, Line Ministries",Government & IFI,585318.0556,250000,215277.7778,0,www.afdb.org,Principal,Principal,Significant,83333.33333,71759.25926,0
